,,Donald J. Trump and JD Vance,Kamala D. Harris and Tim Walz,Chase Oliver and Mike ter Maat,Jill Stein and Rudolph Butch Ware,Cornel West and Melina Abdulla,Randall A. Terry and Stephen E. Broden,Claudia De La Cruz and Karina Garcia,Total Votes Cast,Overvotes/Undervotes,Total Ballots Cast
,,Republican,Democratic,Libertarian,Green,United Citizens,Constitution,Workers,,,
Precinct,Provisional,202,122,1,2,0,0,1,328,2,330
Precinct,River Hills,1087,661,15,4,0,6,2,1775,16,1791
Precinct,River's Edge,1710,910,17,11,7,4,3,2662,13,2675
Precinct,Riverview,702,474,14,5,1,2,3,1201,8,1209
Precinct,Rock Creek,903,315,4,3,0,5,1,1231,9,1240
Precinct,Rock Hill No. 02,76,892,1,3,6,2,4,984,7,991
Precinct,Rock Hill No. 03,193,1205,4,3,6,2,2,1415,6,1421
Precinct,Rock Hill No. 04,608,832,6,3,6,5,1,1461,5,1466
Precinct,Rock Hill No. 05,483,569,10,3,2,3,1,1071,11,1082
Precinct,Rock Hill No. 06,205,665,4,2,5,0,3,884,4,888
Precinct,Rock Hill No. 07,690,858,9,5,7,2,1,1572,13,1585
Precinct,Rock Hill No. 08,72,552,3,1,4,1,0,633,8,641
Precinct,Roosevelt,822,508,7,6,2,3,0,1348,4,1352
Precinct,Rosewood,907,1060,15,10,10,6,3,2011,10,2021
Precinct,Sharon,917,243,1,4,1,2,0,1168,7,1175
Precinct,Shoreline,1062,739,18,6,4,3,0,1832,12,1844
Precinct,Six Mile,787,228,6,1,0,4,1,1027,10,1037
Precinct,Smyrna,546,61,4,0,1,0,0,612,3,615
Precinct,Springdale,330,413,6,2,1,2,0,754,4,758
Precinct,Springfield,1078,643,22,5,2,4,3,1757,23,1780
Precinct,Stateline,849,712,10,14,6,4,2,1597,11,1608
Precinct,Steele Creek,1082,879,17,8,6,6,2,2000,15,2015
Precinct,Tega Cay,605,424,9,3,0,3,2,1046,10,1056
Precinct,Tirzah,1380,426,8,4,0,3,0,1821,10,1831
Precinct,Tools Fork,984,562,8,8,2,2,3,1569,12,1581
Precinct,University,455,404,7,4,0,5,1,876,6,882
Precinct,Waterstone,752,661,9,8,4,3,2,1439,6,1445
Precinct,Windjammer,930,660,15,11,0,1,0,1617,9,1626
Precinct,Wylie,1224,788,8,6,2,5,1,2034,9,2043
Precinct,York No. 01,950,1010,15,6,7,3,2,1993,14,2007
Precinct,York No. 02,1335,1032,8,4,6,7,8,2400,13,2413
